user_id,date,session_type,lift,body_weight_lb,readiness,planned_deload,days_since_exposure,weight_lb,sets,reps,target_rpe,decision,reason_code,adjustment_kind,acceptable_min,acceptable_max,outcome,top_rpe,top_set_reps
U501,2025-10-06,FB_A,bench,164.5,ok,False,,95.0,3,5,7.5,hold,cold_start_estimate,cold_start,92.5,97.5,success,7.7,5
U501,2025-10-06,FB_A,squat,164.5,ok,False,,132.5,3,5,7.5,hold,cold_start_estimate,cold_start,130.0,135.0,success,7.6,5
U501,2025-10-08,FB_B,deadlift,165.1,ok,False,,150.0,2,5,7.5,hold,cold_start_estimate,cold_start,147.5,152.5,success,7.6,5
U501,2025-10-08,FB_B,ohp,165.1,ok,False,,55.0,3,5,7.5,hold,cold_start_estimate,cold_start,52.5,57.5,success,7.4,5
U501,2025-10-10,FB_A,bench,165.7,low,False,4.0,90.0,3,5,7.5,decrease_small,hold_at_target_or_uncertain_and_readiness_cut,readiness_cut,87.5,92.5,success,8.7,5
U501,2025-10-10,FB_A,squat,165.7,low,False,4.0,125.0,3,5,7.5,decrease_small,hold_at_target_or_uncertain_and_readiness_cut,readiness_cut,122.5,127.5,success,8.3,5
U501,2025-10-13,FB_A,bench,164.7,ok,False,3.0,90.0,3,5,7.5,hold,hold_at_target_or_uncertain,hold,87.5,92.5,success,7.9,5
U501,2025-10-13,FB_A,squat,164.7,ok,False,3.0,125.0,3,5,7.5,hold,hold_at_target_or_uncertain,hold,122.5,127.5,success,8.0,5
U501,2025-10-15,FB_B,deadlift,165.4,ok,False,7.0,150.0,2,5,7.5,hold,hold_at_target_or_uncertain,hold,147.5,152.5,success,7.8,5
U501,2025-10-15,FB_B,ohp,165.4,ok,False,7.0,55.0,3,5,7.5,hold,hold_at_target_or_uncertain,hold,52.5,57.5,success,8.1,5
U501,2025-10-17,FB_A,bench,164.8,ok,False,4.0,90.0,3,5,7.5,hold,hold_at_target_or_uncertain,hold,87.5,92.5,success,7.8,5
U501,2025-10-17,FB_A,squat,164.8,ok,False,4.0,125.0,3,5,7.5,hold,hold_at_target_or_uncertain,hold,122.5,127.5,success,7.5,5
U501,2025-10-20,FB_A,bench,165.9,good,False,3.0,90.0,3,5,7.5,hold,hold_at_target_or_uncertain,hold,87.5,92.5,success,7.6,5
U501,2025-10-20,FB_A,squat,165.9,good,False,3.0,125.0,3,5,7.5,hold,hold_at_target_or_uncertain,hold,122.5,127.5,success,7.1,6
U501,2025-10-22,FB_B,deadlift,165.8,low,False,7.0,142.5,2,5,7.5,decrease_small,hold_at_target_or_uncertain_and_readiness_cut,readiness_cut,140.0,145.0,success,8.5,5
U501,2025-10-22,FB_B,ohp,165.8,low,False,7.0,52.5,3,5,7.5,decrease_small,hold_at_target_or_uncertain_and_readiness_cut,readiness_cut,50.0,55.0,success,8.1,5
U501,2025-10-24,FB_A,bench,165.5,ok,False,4.0,90.0,3,5,7.5,hold,hold_at_target_or_uncertain,hold,87.5,92.5,success,7.7,5
U501,2025-10-24,FB_A,squat,165.5,ok,False,4.0,132.5,3,5,7.5,increase,increase_after_exceeding_reps_target,exceeded_reps,130.0,135.0,success,7.6,5
U501,2025-10-27,FB_A,bench,166.2,ok,False,3.0,90.0,3,5,7.5,hold,hold_at_target_or_uncertain,hold,87.5,92.5,success,7.5,5
U501,2025-10-27,FB_A,squat,166.2,ok,False,3.0,132.5,3,5,7.5,hold,hold_at_target_or_uncertain,hold,130.0,135.0,success,7.2,5
U501,2025-10-29,FB_B,deadlift,165.8,good,False,7.0,142.5,2,5,7.5,hold,hold_at_target_or_uncertain,hold,140.0,145.0,success,7.6,5
U501,2025-10-29,FB_B,ohp,165.8,good,False,7.0,52.5,3,5,7.5,hold,hold_at_target_or_uncertain,hold,50.0,55.0,success,6.9,6
U501,2025-10-31,FB_A,bench,166.3,ok,False,4.0,90.0,3,5,7.5,hold,hold_at_target_or_uncertain,hold,87.5,92.5,success,7.2,5
U501,2025-10-31,FB_A,squat,166.3,ok,False,4.0,132.5,3,5,7.5,hold,hold_at_target_or_uncertain,hold,130.0,135.0,success,7.9,5
U501,2025-11-03,FB_A,bench,167.0,ok,False,3.0,90.0,3,5,7.5,hold,hold_at_target_or_uncertain,hold,87.5,92.5,success,8.0,5
U501,2025-11-03,FB_A,squat,167.0,ok,False,3.0,132.5,3,5,7.5,hold,hold_at_target_or_uncertain,hold,130.0,135.0,success,7.9,5
U501,2025-11-05,FB_B,deadlift,166.3,ok,False,7.0,142.5,2,5,7.5,hold,hold_at_target_or_uncertain,hold,140.0,145.0,success,7.5,5
U501,2025-11-05,FB_B,ohp,166.3,ok,False,7.0,55.0,3,5,7.5,increase,increase_after_exceeding_reps_target,exceeded_reps,52.5,57.5,success,7.7,5
U501,2025-11-07,FB_A,bench,166.8,low,False,4.0,85.0,3,5,7.5,decrease_small,hold_at_target_or_uncertain_and_readiness_cut,readiness_cut,82.5,87.5,success,8.5,5
U501,2025-11-07,FB_A,squat,166.8,low,False,4.0,125.0,3,5,7.5,decrease_small,hold_at_target_or_uncertain_and_readiness_cut,readiness_cut,122.5,127.5,success,8.2,5
U501,2025-11-10,FB_A,bench,166.5,low,False,3.0,80.0,3,5,7.5,decrease_small,hold_at_target_or_uncertain_and_readiness_cut,readiness_cut,77.5,82.5,success,8.6,5
U501,2025-11-10,FB_A,squat,166.5,low,False,3.0,120.0,3,5,7.5,decrease_small,hold_at_target_or_uncertain_and_readiness_cut,readiness_cut,117.5,122.5,success,8.2,5
U501,2025-11-12,FB_B,deadlift,166.7,ok,False,7.0,142.5,2,5,7.5,hold,hold_at_target_or_uncertain,hold,140.0,145.0,success,8.0,5
U501,2025-11-12,FB_B,ohp,166.7,ok,False,7.0,55.0,3,5,7.5,hold,hold_at_target_or_uncertain,hold,52.5,57.5,success,7.9,5
U501,2025-11-14,FB_A,bench,167.5,good,False,4.0,72.5,2,5,7.5,deload,fatigue_deload_after_streak,fatigue_deload,70.0,75.0,success,6.9,5
U501,2025-11-14,FB_A,squat,167.5,good,False,4.0,120.0,3,5,7.5,hold,hold_at_target_or_uncertain,hold,117.5,122.5,success,7.5,5
U501,2025-12-01,FB_A,bench,168.5,low,False,17.0,62.5,3,5,7.5,decrease_small,break_reset_10pct_and_readiness_cut,readiness_cut,60.0,65.0,success,8.3,5
U501,2025-12-01,FB_A,squat,168.5,low,False,17.0,102.5,3,5,7.5,decrease_small,break_reset_10pct_and_readiness_cut,readiness_cut,100.0,105.0,success,8.1,5
